Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
no,male,1,no,no,16,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,78.75,2.62,1218.25
no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.8,0.66,160.05
yes,female,0,no,no,2,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,49.6,1.65,114.7
no,female,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),91.15,3.04,6637.9
yes,male,0,yes,yes,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),105.95,3.53,5341.8
no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,75.3,2.51,1570.7
no,female,0,yes,no,64,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,115.0,3.83,7396.15
no,male,0,no,no,3,yes,yes,dsl,no,no,no,yes,yes,no,month-to-month,yes,mailed check,65.25,2.17,209.9
no,male,0,no,no,58,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.15,0.64,1035.5
yes,male,1,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),90.45,3.02,1266.1
no,female,0,no,no,18,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.55,0.65,389.25
no,female,0,no,no,67,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,26.1,0.87,1759.55
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.1,0.67,20.1
no,male,0,yes,no,61,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.45,0.85,1538.6
no,male,0,no,no,52,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.65,0.65,1025.05
no,female,0,yes,no,14,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.4,0.68,292.4
no,female,0,yes,yes,43,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,50.2,1.67,2169.4
no,male,0,yes,yes,52,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.8,0.83,1229.1
yes,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,1.81,114.1
no,female,1,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.25,2.68,303.7
yes,female,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.95,3.33,3186.65
no,male,0,yes,yes,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.45,0.65,86.05
no,female,1,no,no,27,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),110.5,3.68,2857.6
yes,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,yes,month-to-month,no,electronic check,54.3,1.81,195.3
no,male,1,no,no,23,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),34.65,1.16,768.45
yes,female,0,yes,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),75.75,2.52,655.9
yes,male,0,no,no,55,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.8,3.23,5283.95
no,female,0,yes,no,49,no,no,dsl,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),56.3,1.88,2780.6
no,female,0,yes,no,71,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.45,2.68,5662.25
no,male,0,yes,no,59,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,credit card (automatic),66.4,2.21,3958.2
yes,female,1,yes,no,68,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.55,3.22,6581.9
no,female,0,yes,no,64,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,81.3,2.71,5129.3
no,female,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,bank transfer (automatic),66.85,2.23,4758.8
yes,female,1,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.35,2.84,1375.15
no,male,0,yes,yes,44,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.0,0.67,860.85
no,female,0,yes,yes,30,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,0.66,599.25
yes,male,1,no,no,12,no,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,43.65,1.45,526.95
no,male,0,no,no,39,yes,yes,dsl,no,no,no,yes,no,no,two year,yes,credit card (automatic),53.85,1.8,2200.7
no,male,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.65,0.65,332.65
yes,female,1,no,no,4,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,88.85,2.96,372.45
no,male,1,no,no,70,no,no,dsl,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),44.05,1.47,3011.65
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,2.66,79.9
no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.6,3.69,7962.2
no,female,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.7,0.69,1482.3
no,female,0,no,no,35,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,21.1,0.7,741.0
no,male,1,yes,yes,68,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),107.15,3.57,7379.8
no,male,0,yes,yes,71,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,yes,electronic check,84.8,2.83,6152.4
no,female,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.7,0.82,1685.9
no,male,0,yes,yes,29,no,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),55.35,1.84,1636.95
no,male,0,no,no,66,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.35,0.64,1240.8
no,male,1,no,no,20,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.95,3.0,1648.45
no,female,0,yes,yes,55,yes,no,fiber optic,no,no,no,no,no,no,two year,yes,credit card (automatic),69.05,2.3,3842.6
no,male,0,yes,no,9,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,mailed check,70.05,2.34,564.4
yes,female,1,no,no,2,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,78.55,2.62,149.55
no,female,0,yes,no,72,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,97.85,3.26,6841.3
no,female,0,no,yes,49,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.45,0.68,1024.65
no,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,89.55,2.98,2187.15
no,male,1,no,no,42,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.35,2.64,3344.1
yes,male,0,yes,no,21,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.1,3.54,2249.95
no,male,1,yes,yes,52,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,80.85,2.7,4079.55
no,female,0,no,no,18,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,50.3,1.68,913.3
no,male,0,yes,no,12,yes,no,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,84.6,2.82,959.9
no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card (automatic),108.4,3.61,7767.25
yes,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,2.52,220.6
no,male,1,no,no,52,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.75,3.69,5832.0
yes,male,0,no,no,46,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),30.3,1.01,1380.1
yes,female,0,yes,no,53,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),98.4,3.28,5149.5
yes,female,1,no,no,15,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,no,credit card (automatic),55.0,1.83,757.1
no,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,credit card (automatic),99.35,3.31,6944.5
no,female,0,yes,no,18,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.1,0.67,370.5
no,female,0,no,no,7,no,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),25.05,0.84,189.95
no,female,0,yes,yes,54,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),24.75,0.82,1342.15
yes,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.25,0.81,24.25
no,female,0,yes,no,68,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,credit card (automatic),86.45,2.88,5762.95
no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,101.35,3.38,7323.15
no,male,0,yes,yes,55,yes,no,dsl,no,no,yes,yes,no,no,two year,yes,credit card (automatic),55.25,1.84,3119.9
no,male,0,no,no,9,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.95,0.83,190.25
no,female,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,83.3
no,male,0,yes,yes,18,no,no,dsl,no,yes,yes,no,yes,no,one year,no,credit card (automatic),46.4,1.55,812.4
no,male,0,yes,yes,41,yes,yes,dsl,no,yes,yes,no,yes,no,one year,no,bank transfer (automatic),68.5,2.28,2839.95
yes,male,0,no,no,10,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),86.05,2.87,834.1
yes,male,0,yes,no,63,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,103.4,3.45,6603.0
no,male,0,no,yes,6,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.55,0.65,128.6
no,male,0,no,no,14,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.35,0.64,324.8
no,male,0,yes,no,61,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,no,credit card (automatic),94.15,3.14,5731.85
no,female,0,no,no,13,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),80.0,2.67,1029.35
no,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,3.42,6654.1
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),20.05,0.67,20.05
no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.6,3.85,8220.4
no,male,0,yes,yes,27,yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),71.6,2.39,1957.1
no,male,0,yes,no,22,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,bank transfer (automatic),59.75,1.99,1374.35
no,male,0,no,no,11,yes,no,dsl,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,60.9,2.03,688.5
no,male,0,yes,yes,4,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.55,0.65,68.8
no,female,0,yes,yes,7,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,48.8,1.63,349.8
no,male,0,no,no,6,yes,no,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,credit card (automatic),78.65,2.62,483.3
no,male,0,yes,no,50,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic check,98.25,3.28,4858.7
no,male,0,yes,yes,11,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),59.65,1.99,683.25
no,female,1,yes,no,54,yes,no,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,99.1,3.3,5437.1
no,male,0,yes,yes,23,no,no,dsl,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),30.35,1.01,678.75
no,female,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),109.7,3.66,7344.45
yes,male,1,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,2.34,70.3
no,female,0,no,no,46,yes,yes,fiber optic,no,yes,yes,no,no,yes,one year,yes,electronic check,94.15,3.14,4408.45
no,female,0,yes,yes,0,no,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),56.05,1.87,0.0
no,female,0,no,no,48,yes,yes,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),24.35,0.81,1133.7
no,male,1,yes,no,40,yes,no,dsl,no,no,no,no,no,yes,one year,no,electronic check,55.8,1.86,2283.3
yes,female,0,yes,yes,11,yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,yes,electronic check,66.35,2.21,740.8
yes,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.3,3.14,424.45
no,female,0,no,no,30,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.8,1.63,1536.75
no,male,0,no,yes,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,91.0,3.03,1430.05
yes,female,0,no,no,7,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,164.85
no,male,0,no,no,16,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,80.55,2.68,1248.9
no,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.45,0.68,147.55
no,male,0,no,no,7,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,18.95,0.63,130.55
yes,male,1,no,no,3,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,91.05,3.03,289.1
no,female,0,yes,yes,20,yes,yes,dsl,yes,no,no,no,yes,yes,one year,no,bank transfer (automatic),76.0,2.53,1588.75
no,male,0,no,no,11,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,72.9,2.43,818.45
no,female,0,no,no,1,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,95.85,3.2,95.85
no,female,1,yes,no,44,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,85.15,2.84,3670.5
no,male,0,yes,yes,43,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),29.3,0.98,1224.05
no,male,0,no,no,24,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.75,0.69,487.05
yes,female,0,yes,yes,21,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.05,2.47,1565.7
no,male,0,no,no,7,no,no,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.3,1.18,264.8
no,female,0,yes,yes,57,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.75,0.66,1272.05
no,male,0,no,no,11,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,69.35,2.31,712.25
yes,male,1,yes,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,3.53,334.65
no,male,0,yes,no,57,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,no,electronic check,107.95,3.6,5969.85
no,male,0,yes,yes,23,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.0,0.67,445.3
no,female,0,yes,yes,18,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,mailed check,61.5,2.05,1087.45
no,male,0,yes,yes,70,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.05,0.67,1360.25
no,female,0,yes,yes,33,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.1,0.67,579.4
no,male,0,no,yes,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.9,1.66,49.9
no,female,0,yes,yes,3,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.1,0.64,52.0
no,male,1,yes,no,54,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,electronic check,110.45,3.68,6077.75
no,male,0,yes,yes,7,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),71.35,2.38,515.75
no,male,0,yes,no,70,yes,no,fiber optic,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),84.6,2.82,5706.2
yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.3,2.98,89.3
no,male,1,yes,no,30,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,bank transfer (automatic),105.7,3.52,3181.8
no,male,0,yes,no,32,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,electronic check,79.25,2.64,2619.15
no,female,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.0,0.63,19.0
no,female,0,yes,no,56,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.7,3.29,5669.5
yes,male,0,no,no,11,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.55,2.48,824.75
no,male,0,no,no,52,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.3,3.64,5731.4
no,female,0,no,no,12,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.7,0.66,260.9
no,male,0,no,no,29,no,no,dsl,yes,no,no,yes,no,no,one year,no,mailed check,35.6,1.19,1072.6
no,male,0,yes,yes,33,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),82.1,2.74,2603.1
no,female,0,yes,yes,22,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.05,0.64,454.05
yes,female,0,no,no,29,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,30.6,1.02,856.35
no,female,0,yes,no,10,yes,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),67.8,2.26,653.15
no,female,0,yes,no,26,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.2,0.64,459.6
no,female,0,no,no,13,no,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,29.15,0.97,357.15
no,male,0,yes,yes,66,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.15,3.44,7031.3
yes,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),115.65,3.86,7968.85
yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.15,2.31,69.15
yes,female,0,no,no,57,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,95.25,3.18,5464.65
no,female,0,yes,yes,58,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.2,3.51,6225.4
yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.0,2.67,80.0
yes,male,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.8,0.66,58.15
yes,female,0,no,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,98.5,3.28,1058.25
yes,female,0,no,no,56,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.85,2.46,4092.85
no,male,0,no,yes,22,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),89.1,2.97,1949.4
no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),106.1,3.54,7548.6
no,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.1,2.5,75.1
no,female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),51.05,1.7,2066.0
no,female,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,49.9,1.66,49.9
yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.1,2.97,89.1
no,male,0,yes,no,52,yes,yes,fiber optic,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),91.6,3.05,4627.8
yes,male,0,yes,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.5,3.28,1037.75
no,male,0,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,49.25,1.64,208.45
no,male,0,yes,yes,70,no,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),59.5,1.98,4144.8
no,male,0,yes,no,60,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.95,0.66,1258.15
no,male,1,yes,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),64.4,2.15,581.7
yes,female,0,yes,yes,10,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.1,3.4,1068.85
no,female,0,yes,yes,3,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.65,0.65,60.65
no,male,1,yes,yes,64,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),24.4,0.81,1548.65
no,female,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.2,3.51,6936.85
no,male,0,yes,yes,49,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,93.65,3.12,4520.15
no,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,49.95,1.66,49.95
no,male,0,no,yes,36,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.7,3.16,3512.5
no,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,electronic check,68.4,2.28,3972.25
no,male,0,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,2.5,490.55
no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,43.8,1.46,43.8
no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.05,3.87,8404.9
no,male,1,yes,no,35,yes,yes,fiber optic,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),81.6,2.72,2815.25
yes,male,0,no,no,28,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.5,3.15,2659.4
no,male,0,no,no,30,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.4,3.35,2936.25
no,male,0,yes,yes,52,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),93.25,3.11,4631.7
no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.85,3.9,8477.7
no,male,0,yes,yes,31,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,20.65,0.69,702.05
no,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),78.35,2.61,5445.95
no,male,0,yes,yes,53,yes,yes,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,85.7,2.86,4616.1
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),20.2,0.67,20.2
no,female,0,yes,yes,10,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.15,0.67,220.8
yes,female,1,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.7,0.86,25.7
no,female,0,yes,no,29,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.85,0.66,573.05
no,male,0,yes,yes,59,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,86.75,2.89,5186.0
yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.85,1.53,81.0
yes,female,0,no,no,58,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,106.45,3.55,6145.85
no,male,0,yes,yes,45,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),73.85,2.46,3371.0
no,male,0,no,no,12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.45,2.72,912.0
